,11DC_corr,11DC_pval,11DC_qval,11DC_ci_low,11DC_ci_high,19Lymph_corr,19Lymph_pval,19Lymph_qval,19Lymph_ci_low,19Lymph_ci_high,7MEP_corr,7MEP_pval,7MEP_qval,7MEP_ci_low,7MEP_ci_high,15Mo_corr,15Mo_pval,15Mo_qval,15Mo_ci_low,15Mo_ci_high,3Ery_corr,3Ery_pval,3Ery_qval,3Ery_ci_low,3Ery_ci_high,gene
Irf5,0.301026804660957,3.509825612445115e-59,1.8078221176937452e-57,0.26652190326775105,0.33476108540127386,0.01145896273841666,0.5495590014056493,0.6175604408501777,-0.026066958859734122,0.04895263493368463,-0.03996839282337349,0.03677174221405399,0.04767065453820448,-0.07736710430341401,-0.002457361457418131,0.12415058509284549,7.17993469937954e-11,1.6258500424907343e-10,0.08704126155884853,0.16091583970476844,-0.1552464285400747,3.0040502736785396e-16,5.543838232334032e-16,-0.19164499908719945,-0.11842140188336714,Irf5
Sfpi1,0.3006650961680719,4.921101420364448e-59,2.497458970834957e-57,0.2661524105918473,0.33440790308506485,-0.0077006368952975725,0.6875806378340703,0.7396614824808634,-0.045202294471616125,0.02982269444042477,-0.08037602454677005,2.5951110404607277e-05,4.234386856089821e-05,-0.11753633508883117,-0.042990938483227784,0.5844194111415267,1.6318667840367819e-267,2.0857675080410866e-265,0.5591639900354336,0.6085911744348791,-0.47816109741989626,9.518570140660646e-163,2.8317746168465422e-161,-0.5065885878871759,-0.4486951092316418,Sfpi1
Ckb,0.2998500612094494,1.0519162723903992e-58,5.112905712703193e-57,0.2653198727659672,0.3336120453536503,0.048906026244722914,0.010589976798800855,0.017037766868373775,0.011412248306557784,0.08626247679186189,0.004317307899975884,0.8216259675531274,0.8450672695467375,-0.0332027856496937,0.04182524971550314,-0.04954085093086957,0.009620568905058824,0.012342224271880298,-0.08689407328502637,-0.012048527309948901,-0.05648205654578868,0.0031503417525877366,0.0038026685513047496,-0.09379802307636463,-0.019007616000370205,Ckb
Grn,0.29498613045266864,9.280699700559141e-57,4.387355433784876e-55,0.2603525594796547,0.3288615588547162,-0.007487154174486358,0.6958034227151693,0.7468795060000153,-0.04498923360860033,0.030035998231362614,-0.09558832066186097,5.529217398495278e-07,9.681039696705835e-07,-0.13262743875898136,-0.058282604315651056,0.4314100805583974,2.135278894198234e-128,6.298160225536843e-127,0.400375126398656,0.46145648024485847,-0.35206477963818766,3.2528890457465267e-82,3.4754551383502364e-81,-0.38450115421241027,-0.31876012315150687,Grn
Sell,0.2919847573870761,1.4073162101078114e-55,6.563038163624402e-54,0.25728830686513643,0.3259293329693972,0.13201106289012673,4.085911449366962e-12,1.8147336437278488e-11,0.09496665578168752,0.16869036383817396,-0.036894641133655245,0.05391257117332787,0.06852754442694456,-0.07430651002978163,0.0006209342373031439,0.3714376447804432,3.0394325141647942e-92,5.434757309006583e-91,0.338641690065326,0.4033321778036388,-0.37267434571130464,6.559089674030085e-93,8.705930178876086e-92,-0.4045333727137525,-0.3399118600600758,Sell
Hck,0.2910508201822745,3.2566444192375e-55,1.4787736698406068e-53,0.2563349457538146,0.32501677904384013,-0.021372494468502538,0.2643124430693138,0.3322922553851373,-0.05884003346734062,0.01615517441751882,-0.047279268176027366,0.01348119783245648,0.018417899334840584,-0.08464385399495268,-0.009781902084961663,0.10927592625525545,1.0082095359281073e-08,1.960186539993182e-08,0.07205660314039199,0.1461913373386759,-0.12908078495220704,1.2142720543906877e-11,2.0273114947761315e-11,-0.16579266170321325,-0.09201162878917678,Hck
Gm2a,0.2902048499798451,6.94355324491752e-55,3.1119743179493977e-53,0.2554714394685638,0.32419012344204373,0.027010603147915053,0.15828725888826556,0.2123005559360297,-0.010514767355230078,0.06446000208422725,0.07157460584974587,0.00018105792031350838,0.0002826010325653177,0.03415159037860394,0.10879719034524685,0.3962372678512548,3.2540145529372795e-106,7.387897514596415e-105,0.36413532466652776,0.4273988164042624,-0.42413046576916136,1.452733852006497e-123,2.9147584437641983e-122,-0.4544149249720942,-0.39286670458760253,Gm2a
H2-DMa,0.28858587728958135,2.934596828762145e-54,1.2819359058301473e-52,0.25381906164237034,0.32260796928098495,0.004366292874767252,0.8196367123658096,0.8545517505662866,-0.03315385367517854,0.04187414981996555,0.02667971020033003,0.16344946634488544,0.19484079735965446,-0.010845861165027471,0.0641302393550246,0.21443136001022484,5.616694262082392e-30,3.0239020122381175e-29,0.17835136155582598,0.24993551182544302,-0.2552648025991746,2.6014882994876483e-42,9.077589607211197e-42,-0.29000240144121464,-0.21985546359375016,H2-DMa
Limd2,0.28561123205812006,4.0405749465098294e-53,1.721484461778447e-51,0.25078356781197764,0.3197004775130215,0.15406114859823813,5.072350212125085e-16,3.565108061516022e-15,0.11722393545239367,0.19047500278870674,-0.04832148546310977,0.01155838168821115,0.01584742757489737,-0.08568088194569844,-0.010826395252137954,0.5896637637198544,6.731089749229512e-274,9.678746135246269e-272,0.5646394763680634,0.6136048839320631,-0.5361482454404254,1.3401224706804447e-214,5.929182879895147e-213,-0.5623521206103048,-0.5088686328603992,Limd2
Ppfia4,0.2838745752069998,1.8393230374763413e-52,7.740858295525432e-51,0.24901170293512342,0.3180027293334456,-0.013514888013915028,0.48031271404692244,0.555854854519091,-0.051003744689764145,0.024012002184573604,-0.03603554603012235,0.05975241324709566,0.07545026641629239,-0.07345096630725759,0.00148117225310702,0.09132155493756382,1.7338892519201625e-06,2.9217049845588285e-06,0.05399180965579544,0.12839639737909952,-0.12164364528975465,1.726024847061408e-10,2.793861044657091e-10,-0.1584353530943851,-0.0845146055648416,Ppfia4
Myo1f,0.2810761683024611,2.0652155843563623e-51,8.384775272486831e-50,0.24615705359452547,0.3152665583481302,0.03425520924804383,0.073529390013981,0.10520311979197695,-0.0032637007912966224,0.07167781386207597,-0.06271119006962138,0.0010412970340605088,0.001558333072221516,-0.09999066871501404,-0.025255890947926726,0.4225352223698962,1.5990810635282403e-122,4.4147430001887655e-121,0.39122187740924425,0.4528713438313234,-0.37005302490305053,1.6775250942889212e-91,2.1845807926004027e-90,-0.40198718029941644,-0.3372197397810667,Myo1f
Rgs2,0.28061241959322575,3.074645849050812e-51,1.2337910261714364e-49,0.24568404296435703,0.31481306838963236,0.012476376419628425,0.5146858730069309,0.5861983325897421,-0.02505006414657421,0.049967705090178845,0.011215686969216574,0.5580667681750321,0.5966197078599863,-0.02631009903291648,0.04870990805499627,0.22588633769863242,3.4288510834447435e-33,2.0261926522205154e-32,0.18998153704232915,0.26118773265323564,-0.25542672153926993,2.2981065656026342e-42,8.035223665546799e-42,-0.2901610387036032,-0.22002029749277724,Rgs2
Ms4a6c,0.27995719991787504,5.387530393071673e-51,2.137053722585097e-49,0.24501576568988437,0.314172316445923,-0.008364087181171596,0.6622647017795263,0.7184770467906776,-0.04586441195403718,0.029159778408660787,-0.04886362929875898,0.010657709210482856,0.014670823488383063,-0.0862202943719889,-0.011369755315183519,0.3104360934093218,4.45233792098328e-63,5.261992522367568e-62,0.27613725030875713,0.3439452498456585,-0.28145122897793884,1.496006306987636e-51,7.190414715061744e-51,-0.3156333107518964,-0.24653961709305494,Ms4a6c
Arpc1b,0.2783439340104766,2.1291760317179012e-50,8.349757369839178e-49,0.2433704911854496,0.3125945397620364,0.042590662515284955,0.0260503814637711,0.039603465388314565,0.005084069782186899,0.07997759213043448,-0.013891424046565045,0.4681659786923553,0.5095051379587885,-0.05137936451393949,0.02363560918613012,0.5860646528107523,1.6761672119645685e-269,2.2247896340345097e-267,0.5608815051093751,0.6101642672893082,-0.522438493012076,2.7040272077486074e-201,1.0484941453865667e-199,-0.5491895702580945,-0.4946178575843485,Arpc1b
Fes,0.27788007914362933,3.155278421967366e-50,1.2234680712594808e-48,0.24289747028533404,0.31214085396214325,-0.022523787803589164,0.2394324332336183,0.30512604397681564,-0.05998781562983653,0.015003605786584683,-0.03369977529731289,0.07832441937123434,0.09761559091734551,-0.07112457288613233,0.0038197697396832957,0.5035079646878146,5.014063734788951e-184,3.035707710308188e-182,0.4749648397850026,0.5309927801629175,-0.4324317576583684,4.371952967712326e-129,9.67154467408669e-128,-0.4624444433889151,-0.40142924961835585,Fes
Tpm4,0.27498234011415656,3.617371065201006e-49,1.3718184116493047e-47,0.23994284683864536,0.30930628814904015,0.1044751166671093,4.3567911415394286e-08,1.2456740869471888e-07,0.06722387491110292,0.14143549678199638,-0.021167743038754596,0.2689173589137549,0.30882988539479805,-0.058635896105031456,0.016359964380366583,0.1151378050517328,1.547291253334034e-09,3.1802871442857366e-09,0.07795982582400676,0.1519959952588325,-0.17503450068319842,2.5703145807168535e-20,5.083183735274419e-20,-0.21116264465921733,-0.13842875913434433,Tpm4
Cd300lg,0.2734492226396215,1.2985062453702408e-48,4.870809839970327e-47,0.23837989584987274,0.30780634720967354,-0.015713423784717385,0.41185516917179377,0.4867507495931028,-0.05319678104080136,0.021814151263022306,-0.036370137169329735,0.05741847485034287,0.07274271538492409,-0.07378418084018347,0.0011461425860840569,-0.003929570853318524,0.8374112286427419,0.8514750000135834,-0.04143817811328368,0.033590096829921305,-0.045732702815461705,0.01685478997115805,0.019440467978097065,-0.08310483999116534,-0.008232110289313298,Cd300lg
Gng2,0.2714813770731495,6.613133749919276e-48,2.3527757289661257e-46,0.2363740234229398,0.30588083534827004,0.0702120749407647,0.0002401275123742484,0.0004637269419157981,0.03278371083681918,0.10744378544990979,0.018103556234750667,0.34441213294876605,0.38778671151914895,-0.019424351750125617,0.055580524675078936,0.175075264549138,2.51811873897864e-20,9.364254060576817e-20,0.13847000559432684,0.21120282172685473,-0.23258494623037113,3.6978065030891184e-35,1.045137611970561e-34,-0.26776333119640694,-0.19678726970490995,Gng2
Alox5ap,0.27066486844590404,1.2940245127183112e-47,4.556814891215196e-46,0.23554182432242016,0.3050818094260019,-0.02193268768357132,0.25199228676060526,0.31936297525187246,-0.05939853059968388,0.015594859685197388,-0.01760487359085288,0.3578688407757117,0.4008456246403703,-0.05508321027540897,0.01992300033284387,0.2808746072400737,2.455420228167209e-51,2.308897876677122e-50,0.24595146494061795,0.31506945800841585,-0.2702187989341924,1.8653777496356851e-47,7.937630843394265e-47,-0.30464527047998535,-0.2350872046514265,Alox5ap
Mpeg1,0.2702813982062716,1.7721362485820115e-47,6.115642193856522e-46,0.2351510028849606,0.3047065331502907,-0.02107087997237437,0.2711149027295444,0.3402245561162392,-0.05853932244760204,0.016456844578769073,-0.054409732264623034,0.004453394532617895,0.0063428248171953595,-0.09173719738931412,-0.016929572385391525,0.10190252085762631,9.296988860210606e-08,1.6966635936851826e-07,0.06463489404163565,0.13888629613744363,-0.11413995324707057,2.143321089861268e-09,3.366682330956411e-09,-0.1510080635439572,-0.07695475200768417,Mpeg1
Cnn2,0.26894470528985415,5.280582921505149e-47,1.8042863031796305e-45,0.23378877411803675,0.3033983190176092,0.17890182285909012,3.587969006448623e-21,4.60109636174057e-20,0.14234243117968898,0.2149737529764038,0.07904268510972433,3.529633498825846e-05,5.734823542583802e-05,0.04165147678849691,0.11621279943413317,0.35300789970960217,1.0995148148843924e-82,1.6355282871405338e-81,0.31972732994807196,0.3854185216058111,-0.42770174134226835,6.421656757314988e-126,1.3679714487341991e-124,-0.4578698849189189,-0.39654970883599533,Cnn2
Tmem173,0.2657287473378043,7.112347197218869e-46,2.4063441350590506e-44,0.23051194468860936,0.30025034610173806,0.06902270114395667,0.0003060162564161838,0.0005831375488085313,0.031589782744923606,0.10626226507941705,-0.06476960650749343,0.0007064724599852813,0.001067441532140633,-0.1020363930542697,-0.027321276169294816,0.3206180637172631,1.8141506584299293e-67,2.2932724989896285e-66,0.2865499405413702,0.3538763913723938,-0.2960713019581147,3.443093023518289e-57,1.9383546532074413e-56,-0.3299215688748009,-0.2614606373671792,Tmem173
Ctsg,0.2579755782307412,3.223777967456045e-43,1.0301164597861862e-41,0.22261530663318668,0.2926579851530883,-0.029076082720290455,0.12881257472986943,0.17591301756738403,-0.06651824182787978,0.0084478479724923,-0.1397383640817618,2.0530613701640088e-13,4.4448649864717656e-13,-0.17632872165706265,-0.1027623535786909,0.8106017442148785,0.0,0.0,0.7973335378490809,0.8230868067015109,-0.6009647369783345,3.951668865540845e-288,2.964610707604664e-286,-0.6244022899315913,-0.5764460086371148,Ctsg
Ppm1m,0.25765424609739573,4.13477779222802e-43,1.297192560088991e-41,0.22228812849583318,0.29234322335194274,-0.04402048755830901,0.021433119063572967,0.03300566438571634,-0.08140077694667894,-0.006516533125079582,-0.092425224436469,1.296283875023685e-06,2.2256097774660385e-06,-0.12949095560476917,-0.055101562476024074,0.12519286406855093,4.9598035381359684e-11,1.133528609940876e-10,0.08809187821714001,0.16194698389669804,-0.10195974425652074,9.143379964762033e-08,1.3577368441649645e-07,-0.13894300447752872,-0.06469247644568925,Ppm1m
Csf1r,0.2553508328401767,2.4356481734575965e-42,7.373177058422951e-41,0.21994304234944198,0.29008668830964673,-0.0034662466896585417,0.856359331692853,0.885084173007498,-0.04097563435325334,0.034052897328556674,-0.0637043933478737,0.000864729913341485,0.001299731241699244,-0.1009777872995209,-0.02625241680360945,0.4074351675764707,5.801109325407976e-113,1.4612867359111624e-111,0.37566238147968734,0.4382512937546214,-0.3417706681151171,3.489336881303768e-77,3.440486164965515e-76,-0.37448396429715486,-0.3082076143830669,Csf1r
Cd300a,0.25529385119991405,2.544273051213026e-42,7.635031564987958e-41,0.2198850349954673,0.29003086144253915,-0.020988213825320127,0.2730000579017693,0.3421731367121226,-0.05845690273707071,0.01653952478956547,-0.009734110438896474,0.6112163416861521,0.6480207665618775,-0.04723157871136625,0.027790753917936784,0.1979630820121651,1.1126208646514003e-25,5.146990085672899e-25,0.1616488559536679,0.23374190695197516,-0.20765138161468594,3.6670617497473733e-28,8.585502102020479e-28,-0.24327102053943142,-0.17147243294214004,Cd300a
Ifi30,0.2525541632430108,2.0454710737723242e-41,5.982136165752788e-40,0.2170963259416053,0.28734641622603124,-0.14115868978346233,1.162764783559073e-13,6.216090278148146e-13,-0.17773221975149922,-0.10419574534516889,-0.2967625099805251,1.8265275451808449e-57,1.603904976696971e-56,-0.3305967056039505,-0.2621664833433987,-0.1838697950077305,2.6733617154261178e-22,1.0931008625516033e-21,-0.21986790105518655,-0.14737162245290586,0.270426801685368,1.5730624119967308e-47,6.718611861139503e-47,0.2352991924394993,0.30484883091661086,Ifi30
Arhgdib,0.25244421493478325,2.2227110655242108e-41,6.445862090020211e-40,0.2169844224124387,0.287238673493557,0.11673178616261194,9.140956553337376e-10,3.1388498572703767e-09,0.0795655002618996,0.15357397711668477,0.06398347167875763,0.0008203621200816663,0.0012351961938925962,0.02653244213623494,0.10125514269678984,0.5773045335805594,4.583184941660447e-259,4.792900373839455e-257,0.5517390597532648,0.601786117479684,-0.5700522013656578,1.0680395406245384e-250,5.944845894669809e-249,-0.5948459310137699,-0.5441748531649997,Arhgdib
Ly6e,0.2501403461875543,1.2557047700022329e-40,3.523119643315208e-39,0.2146397980992212,0.2849808180811826,0.05651680387035239,0.0031318160757941227,0.005347796772669726,0.019042461982910718,0.0938325748746955,-0.0796523593888464,3.0683800114054436e-05,4.997158763265779e-05,-0.11681800727917084,-0.042263933814757335,0.2935332853883475,3.4756617961514026e-56,3.612803873047738e-55,0.25886918980496904,0.327442266741112,-0.2600757885695207,6.280540404839073e-44,2.3280499395380925e-43,-0.2947150670541861,-0.224753922329741,Ly6e
Prtn3,0.25011114416742974,1.2834167917428458e-40,3.5718317325036774e-39,0.2146100821194827,0.28495219680817796,-0.04149696596940209,0.030140038871219327,0.04557987473469671,-0.07888887190420973,-0.003988459049767426,-0.12410034047314403,7.308550394145551e-11,1.4562244463161834e-10,-0.16086612982613174,-0.08699061709415955,0.8126878373354779,0.0,0.0,0.7995495921646042,0.825048672824138,-0.6059122591435252,1.4282100858066254e-294,1.0952784458041476e-292,-0.6291265349317087,-0.5816180865701672,Prtn3
Anxa5,0.24990273535821816,1.4996444040640672e-40,4.140218270740077e-39,0.21439800719457872,0.28474793086779165,-0.025809216921749974,0.1776344610409275,0.23487223182078193,-0.06326268032602167,0.011716843565142855,0.01408686591990618,0.4619288358115633,0.5036702724757361,-0.023440237360680276,0.051574326645917025,0.21077173384413533,5.458828952533596e-29,2.8673392260568406e-28,0.1746378869619928,0.24633863988133645,-0.22778387737019076,9.649470961420924e-34,2.624139029776486e-33,-0.2630507594779667,-0.19190907193798737,Anxa5
Coro2a,0.24815186563114733,5.514235906384144e-40,1.4751649699947039e-38,0.21261647013540064,0.28303174095439093,0.08732063010233536,4.840461565851683e-06,1.1279157909354597e-05,0.04996960502505804,0.12442774456323703,0.04160213848409726,0.02972415333234899,0.03894383187165389,0.0040938117241146234,0.0789935697603694,0.2532485002405196,1.209087602189672e-41,8.747507998231778e-41,0.21780303192516953,0.28802680440678746,-0.30295863775718807,5.722826778123637e-60,3.59735431899903e-59,-0.3366472209367985,-0.26849548231420245,Coro2a
Pkib,0.24747968501847958,9.06479723142429e-40,2.3879858966141393e-38,0.21193257870750587,0.2823728150124086,-0.007360748146170786,0.7006892209334126,0.7514227785709158,-0.04486307575988178,0.030162296701986054,-0.030149332086023817,0.1152804312205996,0.14037853498316485,-0.06758760349854576,0.007373723858227409,0.09728406468764797,3.4624829649980755e-07,6.099555238493293e-07,0.05998828102052786,0.13430861006711578,-0.12128015964152004,1.9572011030165418e-10,3.1606462360833347e-10,-0.15807566438860707,-0.08414830086055253,Pkib
