,umap_1,umap_2,paul15_clusters,priming
W38261,6.9472327,4.22581,3Ery,0.6057270221114572
W38262,7.93129,5.115829,2Ery,0.6105655301728936
W38263,-8.31733,10.2903385,16Neu,0.48575712732921555
W38264,9.073802,3.8678608,3Ery,0.48575712732921555
W38266,1.8202918,4.9422135,7MEP,0.3141412627192193
W38267,-2.6033926,7.942907,18Eos,0.18233118867594778
W38268,4.8245597,3.8133998,6Ery,0.4717212252182622
W38269,-8.776755,7.0740347,13Baso,0.4063148170103856
W38270,6.073455,4.3768883,4Ery,0.5910247349352332
W38271,-3.9856474,6.6745152,10GMP,0.14307715479562447
W38272,4.844626,3.4122608,6Ery,0.4524129785152488
W38273,6.9507747,5.033416,2Ery,0.6037352300873331
W38274,-0.8482099,4.7499876,12Baso,0.6592149065004811
W38275,7.87707,6.915375,1Ery,0.6018042853300306
W38276,4.49371,4.4804254,4Ery,0.42382087748665576
W38277,-6.54732,7.099985,13Baso,0.31075836501205106
W38278,-6.405654,8.912323,14Mo,0.32989134139376897
W38279,-6.9539666,9.553023,14Mo,0.39873328013408227
W38280,-5.851346,6.69986,13Baso,0.2002920497489242
W38282,7.299984,3.8421097,3Ery,0.6119631600614686
W38283,8.734379,5.099786,3Ery,0.6155307540743705
W38284,-6.5276403,10.954303,16Neu,0.48549658000825757
W38285,-7.7198267,10.11081,15Mo,0.598586931918337
W38286,-5.555029,7.2215514,14Mo,0.23717671351233705
W38287,6.220691,3.3976676,3Ery,0.586588837053451
W38288,3.789126,4.552508,6Ery,0.2911337202604148
W38289,7.6417623,4.765505,2Ery,0.6090977544712922
W38290,-5.5600786,5.9892898,10GMP,0.21936344036468014
W38291,-6.779449,8.967597,14Mo,0.31525102821161
W38292,4.4066086,4.4375615,5Ery,0.40731741695973417
W38293,6.3922496,5.247367,4Ery,0.5950605431299211
W38294,-8.001195,9.858656,15Mo,0.5708843280883752
W38295,-6.1619773,7.562597,13Baso,0.3211671360664376
W38296,-5.8739777,8.339881,15Mo,0.32055467431515167
W38297,-5.843042,8.333148,13Baso,0.3007789869245115
W38298,-5.8991075,7.0934954,14Mo,0.29249972484062303
W38299,-1.595143,5.290393,12Baso,0.5271259799005799
W38300,-6.5175962,10.555272,16Neu,0.46782564524506043
W38301,-2.803208,5.963777,13Baso,0.2431937531260979
W38302,4.1416564,5.067972,6Ery,0.3174480488319741
W38303,-6.4949684,9.900001,15Mo,0.3772219701595355
W38304,6.430773,4.879394,4Ery,0.5991582175005674
W38305,-7.3803782,9.218515,14Mo,0.3185330009655952
W38306,-4.299508,6.813457,13Baso,0.15484449229978264
W38307,-7.2041016,10.152254,15Mo,0.5330575069479512
W38308,6.669316,5.0827584,3Ery,0.599347123111561
W38309,-1.2359186,6.6928086,10GMP,0.1774903667563355
W38310,-5.2065935,6.916096,13Baso,0.21938117364772894
W38311,7.836204,4.042145,4Ery,0.6194000638472907
W38313,0.25017273,6.1382704,8Mk,0.26445320714003867
W38314,6.914122,4.807386,3Ery,0.6035437783729102
W38315,-5.3905797,7.923544,14Mo,0.26857332780620374
W38316,-5.11755,8.412923,15Mo,0.27109794921939345
W38318,-6.079629,9.606661,16Neu,0.36250793259759306
W38319,-7.1380205,9.170603,15Mo,0.381841282785294
W38320,-5.459183,5.740318,9GMP,0.14701709457561854
W38321,-5.982556,11.384484,16Neu,0.4670459688831123
W38322,-2.482403,7.6450787,12Baso,0.18875095657672739
W38323,-1.0704124,5.240393,10GMP,0.5546130275356802
W38324,-7.2100616,9.058133,14Mo,0.3632441110521518
W38326,-7.1994987,8.640307,14Mo,0.35771996312217963
W38327,-6.071008,8.791444,14Mo,0.3185491495904978
W38328,2.6289895,4.961383,7MEP,0.18882737556938
W38329,-7.9050245,8.398871,15Mo,0.3808394612611483
W38330,-2.039086,6.700344,17Neu,0.3209482891695278
W38331,7.876558,5.0936236,2Ery,0.6098791246582307
W38332,-6.58898,9.661654,14Mo,0.40455313011084115
W38333,-5.489246,7.8586636,14Mo,0.2653114598598906
W38334,6.969076,3.306329,4Ery,0.6139899379067286
W38335,3.445842,5.268938,6Ery,0.22348561186884403
W38336,-8.4550905,10.367347,15Mo,0.48575712732921555
W38337,7.1954603,6.3378577,2Ery,0.6004657670056534
W38338,7.230545,5.1508784,2Ery,0.5996910440736677
W38339,3.7857485,5.886061,5Ery,0.303202784302014
W38340,6.1497087,6.9329333,2Ery,0.5820602900417856
W38341,6.3931475,7.0828314,2Ery,0.5805108619412916
W38342,-5.64009,8.736523,14Mo,0.31416141228413197
W38343,7.175147,5.760378,2Ery,0.6026882436753556
W38344,-7.098807,7.697711,14Mo,0.3331486682957711
W38345,-6.2558513,8.474103,15Mo,0.32901187092483647
W38346,4.906084,4.783162,5Ery,0.5030189247149985
W38347,2.375197,5.248579,6Ery,0.2174920110990276
W38348,-3.3095999,6.247503,13Baso,0.20899980165034387
W38349,0.4839796,4.559941,6Ery,0.47944184246898375
W38350,-4.6797624,7.856265,13Baso,0.23054750108689073
W38351,3.422826,5.0352397,5Ery,0.22365246161753283
W38352,-8.1461315,7.510088,15Mo,0.39418894378995606
W38353,6.0596657,5.8578057,3Ery,0.5753252770972477
W38354,-2.7695165,6.860273,10GMP,0.24319362093204785
W38355,6.159834,6.6628466,2Ery,0.589212109306863
W38356,-5.5553384,8.191482,14Mo,0.3029150270939734
W38357,5.702641,5.437189,2Ery,0.5784877240153169
W38358,-3.102957,7.6373534,14Mo,0.17739435424214522
W38359,6.937449,6.022282,2Ery,0.5974190604905127
W38360,9.051765,4.8159456,2Ery,0.6178823349553331
W38361,7.3709087,6.0496955,2Ery,0.6027396287635832
W38362,5.8154006,5.2097673,5Ery,0.5732589832656447
W38363,-6.120133,8.432777,14Mo,0.32063017364675156
W38364,7.410411,7.4927645,1Ery,0.5976808384687667
W38365,6.197847,5.396748,5Ery,0.589287583268122
W38366,6.551988,6.3831334,4Ery,0.5865498739448157
W38367,7.370514,6.7519064,2Ery,0.5986406775764702
W38368,-3.5769625,6.5580564,10GMP,0.08173174167109999
W38369,5.6156654,5.5379343,2Ery,0.5649085692533188
W38370,5.7769747,7.004889,2Ery,0.5625001175264456
W38372,-0.0270879,3.9589877,7MEP,0.5193581662818283
W38373,7.4040055,7.521813,2Ery,0.5951709856895778
W38374,-1.2263083,4.677429,7MEP,0.6075374827390173
W38375,8.742012,7.0210514,1Ery,0.60656587758087
W38376,0.013290556,6.961427,7MEP,0.12585221033455032
W38377,-2.19874,5.298212,9GMP,0.42876427795519606
W38379,6.8457513,6.4025927,2Ery,0.5945024354281494
W38380,-1.3466673,4.88926,17Neu,0.552722720953063
W38381,-5.14788,7.3457446,14Mo,0.25494250603343704
W38382,-7.236692,7.534674,14Mo,0.4259649454230227
W38383,-7.6465874,7.1068106,13Baso,0.3428254198990382
W38384,-0.21643642,4.1951437,7MEP,0.5554372597594415
W38385,-5.901746,11.031288,16Neu,0.45887267787989894
W38386,6.6431274,6.2955317,2Ery,0.5931984193331415
W38387,6.794402,6.639831,2Ery,0.5927826245181951
W38388,-0.667892,4.45577,7MEP,0.5564800058156473
W38389,2.496601,5.6321206,6Ery,0.20638181162065636
W38390,-7.369084,7.8844438,14Mo,0.35790449567536003
W38391,7.158802,4.138906,4Ery,0.610967073088947
W38392,1.5175222,4.824053,6Ery,0.3083231497837945
W38393,8.565838,5.150311,2Ery,0.6132101552943113
W38394,6.916104,5.492919,4Ery,0.5985737768298527
W38395,8.62795,5.4314713,1Ery,0.6112238685644518
W38396,5.0358906,5.660339,5Ery,0.5177635459473289
W38397,-2.6309185,3.6381252,19Lymph,0.48575712732921555
W38398,-0.9052957,6.4550557,8Mk,0.2149621892577908
W38399,6.193544,5.3907056,4Ery,0.5834884936895728
W38400,1.7190112,4.8399134,6Ery,0.2598641067516209
W38401,-8.402943,7.1416,13Baso,0.4036681228728951
W38402,4.8541083,3.7847495,6Ery,0.45246441213487765
W38403,-8.053973,7.617172,13Baso,0.3939370973272845
W38404,-0.7134841,5.130355,7MEP,0.5886001894337538
W38405,7.9554534,2.7170632,3Ery,0.48575712732921555
W38406,8.81526,3.0941272,3Ery,0.48575712732921555
W38407,-7.520607,7.5695214,13Baso,0.3619472102468049
W38409,4.857155,3.8875928,3Ery,0.4753640965190756
W38410,-8.478725,9.487984,15Mo,0.5702590014648163
W38411,-8.071649,7.765475,14Mo,0.42652320715881553
W38412,4.7601867,4.300238,6Ery,0.4663750229163565
W38413,-4.8544064,5.736057,10GMP,0.14868700626123849
W38414,-7.966393,10.788011,16Neu,0.48575712732921555
W38415,7.1427884,3.443161,4Ery,0.6142428841266447
W38416,-7.6341157,7.4851885,14Mo,0.3776388204155038
W38417,-9.004067,7.8871927,14Mo,0.41824543862719227
W38418,-4.01181,5.869987,10GMP,0.14701915876912883
W38419,6.373458,4.5110116,3Ery,0.5935121613993356
W38420,-6.4705524,5.908318,10GMP,0.25578747831263193
W38421,-6.7782187,9.380319,14Mo,0.29408680063191894
W38422,6.9388523,2.885739,3Ery,0.6175307139505747
W38423,7.924171,4.791547,4Ery,0.6118166135928039
W38424,-2.7992253,3.6550288,19Lymph,0.48575712732921555
W38425,-4.974593,8.511774,14Mo,0.26093989049433536
W38426,7.6410284,6.7737617,3Ery,0.600758198741767
W38427,-7.0807705,9.174029,15Mo,0.37067225374153495
W38428,-7.926452,9.720999,15Mo,0.5123970108079278
W38429,-5.31605,6.4427514,10GMP,0.20327656597832064
W38430,-8.0639305,9.690092,15Mo,0.5762835418170962
W38431,-5.557374,9.816612,15Mo,0.31856590668230694
W38433,-6.497808,8.300878,14Mo,0.3285682635248044
W38434,-4.876577,8.66685,13Baso,0.2876466732344288
W38435,-6.18272,10.705733,16Neu,0.44488859274894826
W38436,-4.431606,8.667426,14Mo,0.21197947483375057
W38437,6.706417,3.7181053,4Ery,0.5990947455858708
W38438,-5.0914726,9.779823,14Mo,0.2965923327372538
W38439,-0.18167317,5.655783,9GMP,0.46633093517250723
W38440,8.446383,4.254627,3Ery,0.6190276057054377
W38441,-7.0045557,7.317055,14Mo,0.3382269947463291
W38443,7.6867695,4.2436523,3Ery,0.6097756802839678
W38444,-3.5989895,6.5895276,10GMP,0.1715964598545066
W38445,-5.4154215,10.46034,16Neu,0.3808723408344625
W38446,-5.613185,11.377067,16Neu,0.4167695841878245
W38447,-6.887125,7.821125,13Baso,0.3315982976004594
W38448,9.2,4.0466366,1Ery,0.6250151729279936
W38449,1.9589128,5.1585536,6Ery,0.2841333529726914
W38450,5.6533566,7.036182,2Ery,0.566548435015905
W38451,-3.2528777,7.6670494,14Mo,0.1674322613338815
W38452,6.720022,6.3833327,2Ery,0.5979265277062418
W38453,-4.9588685,9.603103,14Mo,0.27171348253909866
W38454,4.506831,6.2219234,5Ery,0.4279934373649744
W38455,7.135766,6.9270315,2Ery,0.5940940302129566
W38456,-6.3868947,6.069691,9GMP,0.24125547921055093
W38457,-7.312085,8.256623,13Baso,0.34909669615681377
W38458,5.8792825,7.314476,2Ery,0.5775464487838624
W38459,5.63084,5.9727187,3Ery,0.5409774412663387
W38460,-5.3793583,11.240386,16Neu,0.4398095613178705
W38461,-4.9919844,8.436288,13Baso,0.21596225819631992
W38462,-5.7384796,8.644665,14Mo,0.32666856595282556
W38463,5.7503495,4.4929037,4Ery,0.5761447935188178
W38464,7.092837,3.0528567,3Ery,0.6164417437960209
W38465,5.142426,3.8574438,6Ery,0.4150791352217918
W38466,-0.9127453,4.7131934,7MEP,0.5175699138713307
W38467,-3.5558906,6.832814,10GMP,0.18256912914042422
W38468,5.3830156,6.559761,4Ery,0.555514292026645
W38469,6.1976995,7.2165513,2Ery,0.5805543413973058
W38470,-6.4154463,10.707333,16Neu,0.4804239952507027
W38471,-2.7224567,7.6747136,12Baso,0.20731623036680316
W38472,-2.8615305,4.0238204,19Lymph,0.48575712732921555
W38474,-0.23756902,4.454736,7MEP,0.5964953972705371
W38475,-4.8471313,8.156161,13Baso,0.2426702238088485
W38477,5.974957,6.0443354,4Ery,0.5868167698332627
W38478,-0.15476748,4.148563,7MEP,0.595996519027618
W38480,5.8920717,4.5789304,4Ery,0.5866536924234313
W38481,-2.540769,7.6096497,12Baso,0.2614344241532312
W38482,3.6787639,5.840915,5Ery,0.2926098687688
W38483,5.7337937,7.3457575,2Ery,0.5577830946482658
W38484,6.599554,7.424796,2Ery,0.5884571071361354
W38485,-2.6624742,6.5755486,9GMP,0.20922470069460417
W38486,7.9092355,7.5956736,1Ery,0.6018135146520084
W38487,-4.760529,2.336036,11DC,0.48575712732921555
W38488,7.2887754,4.600712,3Ery,0.6073268371864375
W38489,-4.5074387,8.481568,14Mo,0.22542758432675683
W38491,-6.2058406,10.303071,16Neu,0.42421171993222156
W38492,8.430776,5.465526,2Ery,0.6088220433995594
W38493,6.086354,4.859995,5Ery,0.5931784906965162
W38494,-6.6050415,9.256855,14Mo,0.3573937160934235
W38495,-7.182521,8.879688,15Mo,0.36909487547158387
W38496,-5.7628975,5.838447,9GMP,0.15550673454961728
W38497,-1.9569161,5.7680016,9GMP,0.39820919884326367
W38498,-7.1187215,8.643008,14Mo,0.3527056030946695
W38500,7.2087297,7.1833434,2Ery,0.5949652187411374
W38501,7.6885085,4.8609242,4Ery,0.608210961104982
W38502,5.79706,6.2465844,5Ery,0.5695515912891789
W38503,7.177779,4.89864,4Ery,0.6023451654715506
W38505,8.121529,3.5518153,3Ery,0.6236297146873241
W38506,-5.742458,11.102773,16Neu,0.45983232290532056
W38507,6.786701,7.728231,2Ery,0.5939699169666075
W38509,-6.2042584,10.768573,16Neu,0.4472311336238354
W38510,7.0183854,7.5624743,2Ery,0.5997154827141644
W38512,-5.9470153,5.9302382,13Baso,0.20403473702025446
W38515,6.251144,7.370436,2Ery,0.5825187625353279
W38516,3.2707133,5.8521333,6Ery,0.2471655921387245
W38517,3.7371695,5.9727516,6Ery,0.3437756128884592
W38519,-5.1461716,9.181218,14Mo,0.2928397684313736
W38521,6.4676247,7.74513,2Ery,0.5855680832683365
W38522,6.2847776,7.830467,2Ery,0.5848865667914225
W38523,-1.0988398,6.706687,8Mk,0.21954750750700677
W38524,-1.1120232,6.842818,8Mk,0.19985582627823448
W38525,-4.481817,8.727672,14Mo,0.23009918375574512
W38526,-5.280642,8.850314,14Mo,0.29956704242919685
W38527,7.187658,7.3457036,1Ery,0.5946848895815999
W38528,7.8318057,3.5635176,4Ery,0.6195858686183865
W38529,0.25693068,4.410613,7MEP,0.5316375433273368
W38530,-5.6827574,10.394244,16Neu,0.3998145380009927
W38531,-4.8411403,10.153056,16Neu,0.29757975265470926
W38532,-4.0620193,8.430479,14Mo,0.19033572960309963
W38533,5.6550813,6.608289,3Ery,0.575883731993958
W38534,6.3814583,7.6470766,2Ery,0.5916885708545965
W38535,-6.6617656,9.203155,16Neu,0.3772972956332558
W38536,-2.2928946,7.5588183,17Neu,0.28491979099029396
W38537,5.159499,5.971495,6Ery,0.5132050253937357
W38538,6.1079993,7.3221946,2Ery,0.5873788483437274
W38539,-4.747123,8.218158,14Mo,0.22272291501897054
W38540,-5.1306157,9.495017,16Neu,0.3089186354839921
W38541,-0.6146161,4.232779,7MEP,0.5764230791812235
W38543,7.531078,5.276954,2Ery,0.604771934096613
W38544,8.435099,2.938002,3Ery,0.48575712732921555
W38545,4.8882623,6.715266,2Ery,0.5021388144048534
W38546,0.14540605,4.1011724,6Ery,0.45530872802288963
W38547,2.8653946,5.956994,6Ery,0.2120919307064436
W38548,0.3543043,3.9637964,6Ery,0.5375838427364669
W38549,-1.16225,5.4248514,10GMP,0.49676358260571485
W38550,-1.6652707,6.628596,12Baso,0.33950027837064445
W38551,-0.33693033,4.8922687,12Baso,0.6220099685420339
W38552,6.4255815,4.1632147,4Ery,0.5966706201259742
W38553,6.019857,7.323477,2Ery,0.5574650150949086
W38554,3.3933246,6.0772853,4Ery,0.2515451323986735
W38555,6.4099746,7.8012733,2Ery,0.5842986979936422
W38556,-5.6738462,8.6097975,14Mo,0.30169584386617637
W38558,5.406069,6.925073,3Ery,0.5428764961679822
W38559,2.629778,5.5428624,6Ery,0.2150513751452722
W38560,8.628338,4.818235,3Ery,0.6142145957589394
W38561,-1.5771737,5.2982655,10GMP,0.5081037823108845
W38563,5.9792266,7.507856,2Ery,0.5775184599620254
W38564,-4.51741,8.792991,14Mo,0.2275138916264246
W38565,-5.261886,10.977333,16Neu,0.4154738487088384
W38567,-3.4441435,8.069221,18Eos,0.17418493264012244
W38568,-6.6472936,7.2265964,13Baso,0.30688111166131626
W38569,3.9667137,6.182795,6Ery,0.28695728368625373
W38570,-6.401241,8.509616,14Mo,0.32666102262732627
W38571,-4.5311317,7.676299,13Baso,0.20502973369391977
W38572,4.9078298,6.5152044,2Ery,0.5176521471381095
W38573,6.376029,7.5457606,2Ery,0.5826358203559511
W38575,2.6030965,5.282993,5Ery,0.18569360888934333
W38576,-5.2509747,6.1186266,10GMP,0.1934507986693531
W38577,6.231469,6.668448,5Ery,0.5768805280607574
W38578,-4.906969,8.942812,14Mo,0.28720516378584654
W38579,-3.007966,7.1482134,13Baso,0.2131942613312285
W38580,-4.542233,8.679881,14Mo,0.2411903026345548
W38581,-5.7516212,11.137035,16Neu,0.440274799016866
W38582,6.010421,7.1814556,2Ery,0.5751176418349441
W38583,-0.790008,7.032084,10GMP,0.16571433655351162
W38584,6.947662,5.2081647,4Ery,0.6005423595705022
W38585,-6.3868327,11.660956,16Neu,0.49664009663447833
W38586,2.645049,5.1338153,6Ery,0.21714203411632718
W38587,-5.580814,9.697939,15Mo,0.3465315267242412
W38588,-6.8879967,8.241993,14Mo,0.2605950209147835
W38589,-1.8306955,6.6457224,12Baso,0.35333338663327646
W38590,0.093522094,5.2709417,7MEP,0.5962675248124929
W38591,-3.7636194,6.570995,10GMP,0.1639666787921532
W38592,-6.0915933,8.981292,15Mo,0.2943880289174144
W38593,8.695142,2.778051,3Ery,0.48575712732921555
W38594,-8.084967,10.359912,15Mo,0.6706257734008235
W38595,8.433449,2.8312926,3Ery,0.48575712732921555
W38596,-3.7885144,5.831992,9GMP,0.1961718094005382
W38597,7.345807,6.05979,2Ery,0.6013385771637454
W38598,0.012399723,5.566988,7MEP,0.5644495109951674
W38599,8.336701,4.773339,3Ery,0.615524245050086
W38601,-6.304151,8.007452,13Baso,0.3253184776074618
W38602,-6.0724826,11.499321,16Neu,0.48738151184628076
W38603,-6.6494613,7.011133,13Baso,0.3184649957992109
W38604,9.206254,4.3944426,2Ery,0.6237344139074336
W38605,-6.6081867,10.493226,15Mo,0.4852407279805245
W38606,-1.0015237,4.96052,7MEP,0.589593755363954
W38607,2.8214233,5.164683,6Ery,0.20473595011118417
W38608,5.4462824,4.8846135,5Ery,0.566384057072927
W38609,-7.672811,6.6215925,13Baso,0.37505730031981493
W38610,-4.5788264,6.3649154,10GMP,0.14908463671053124
W38611,-1.7916166,5.0972395,9GMP,0.5269589613482237
W38612,-5.9380083,6.508132,13Baso,0.24536291263952714
W38613,-6.9357576,6.6498795,13Baso,0.3185350620916671
W38614,-1.278239,4.470504,12Baso,0.7149136175506651
W38615,5.311374,5.9658976,5Ery,0.5262537976413393
W38616,-3.1378548,7.150095,13Baso,0.18390310833368137
W38617,-7.998908,11.066019,15Mo,0.48575712732921555
W38618,-6.6427174,8.856755,14Mo,0.34677794007946516
W38619,-4.6114564,6.684252,10GMP,0.16212883225346492
W38620,-6.0140576,9.06002,15Mo,0.3217275749859468
W38622,5.072347,5.2174683,4Ery,0.549745696766339
W38623,5.251694,6.5610514,5Ery,0.4824594890376522
W38624,-1.0368627,6.7303953,8Mk,0.22077913471256339
W38625,-7.3784695,8.108744,13Baso,0.3411329518837222
W38626,0.34060118,4.2923174,7MEP,0.5291949672612708
W38627,-4.8590784,8.814789,14Mo,0.28103376336693675
W38628,-6.50566,8.550557,14Mo,0.3172878207742079
W38629,6.8159266,7.493404,2Ery,0.592256732120295
W38630,0.96923417,4.4499373,6Ery,0.3840893258092253
W38631,7.5891557,7.0397024,2Ery,0.6021919250848954
W38632,-5.8975186,8.393787,13Baso,0.2774047468909442
W38633,-0.22880614,6.319684,7MEP,0.3491071361090016
W38634,-5.3109493,11.135367,16Neu,0.4196174599352724
W38636,-4.8734417,8.712891,14Mo,0.2783198679006695
W38637,4.3079314,6.401958,3Ery,0.4807674173145366
W38638,-5.7468233,10.831527,16Neu,0.43778108324498194
W38639,-1.3031743,4.3225327,19Lymph,1.0
W38640,-3.4976115,6.5282097,10GMP,0.13401287251696659
W38643,-1.6343734,5.3672214,12Baso,0.5257482371555686
W38644,-2.110618,5.9681005,10GMP,0.34937842364793004
W38645,-5.312376,7.5715413,13Baso,0.24860200999544937
W38646,6.937501,7.7771807,1Ery,0.5929961447208505
W38647,-5.2107387,10.297166,16Neu,0.3582027288626631
W38648,0.050642222,4.12488,6Ery,0.5366652663825998
W38649,-7.2018228,8.248991,14Mo,0.35439353468595675
W38650,6.3740315,7.059758,2Ery,0.5754115672216376
W38651,-4.9112506,9.124896,14Mo,0.23203535459758412
W38652,-2.2799788,5.6946955,10GMP,0.4061162184349153
W38653,-3.8368204,8.217874,14Mo,0.17930955798669368
W38654,-5.254768,10.495115,16Neu,0.3837198947186317
W38655,-0.3832501,5.581681,9GMP,0.4494232997613839
W38656,4.3165746,5.692,3Ery,0.4037662227889561
W38657,8.018235,3.9230306,3Ery,0.6192806913696071
W38659,-5.234211,9.992114,14Mo,0.338317391129143
W38660,6.2655773,6.925957,2Ery,0.5906766700601194
W38662,-1.7051831,6.5474257,12Baso,0.3270978337818419
W38663,-2.4134066,6.426064,9GMP,0.2959218687601514
W38664,8.656397,6.6365004,1Ery,0.6074502765797488
W38666,6.784615,4.705625,3Ery,0.6010155008508259
W38668,5.338247,6.4815083,5Ery,0.5704964019234025
W38669,5.7836056,7.004111,2Ery,0.5723703812653615
W38670,-0.5054858,7.298626,8Mk,0.15773720656914875
W38672,8.1879225,6.026009,2Ery,0.6063755171138793
W38673,-6.8255196,11.511325,16Neu,0.522225208921345
W38674,5.124684,5.925114,5Ery,0.5317681149168079
W38675,-1.3654009,6.8598557,10GMP,0.1699531510203335
W38676,-6.0654864,7.5293183,13Baso,0.3119750682280722
W38677,-5.432084,11.08879,16Neu,0.4270519199553964
W38678,-5.1903596,8.998495,14Mo,0.28807488842740187
W38679,6.4920177,7.259062,2Ery,0.5895993665467961
W38680,4.9265227,6.3404713,5Ery,0.5060088071620777
W38681,-8.023503,8.121385,15Mo,0.3811755357092984
W38682,-0.017336674,4.328303,7MEP,0.5591290355148606
W38683,-6.5557346,10.34556,15Mo,0.4242943701500484
W38684,5.5991735,5.7438946,5Ery,0.5563165340737853
W38685,3.6364477,4.4342537,6Ery,0.3022640399183115
W38686,3.8006468,5.4310083,5Ery,0.30950711734976744
W38687,7.390303,5.502921,2Ery,0.6044999977671619
W38688,7.4809732,5.0655904,3Ery,0.6062369699130091
W38689,-6.951523,10.897537,15Mo,0.5273523660160865
W38690,1.1170561,5.084708,7MEP,0.3811895307040405
W38691,7.454346,3.9593754,3Ery,0.6121354191192041
W38692,-5.6029887,8.21066,15Mo,0.2931857119144279
W38693,-7.085828,11.473891,16Neu,0.5808549349931018
W38694,3.6889048,4.5990696,6Ery,0.2157110166138507
W38695,-0.6380424,4.3495245,7MEP,0.5961866599448261
W38697,3.7181373,4.270027,6Ery,0.29434366311848564
W38698,2.3603969,5.3963647,6Ery,0.21653491972890204
W38699,-1.8248286,5.712441,10GMP,0.4086688288970922
W38700,6.4263573,5.268304,4Ery,0.5915471114954473
W38701,-6.2312903,7.275054,13Baso,0.30827868005783937
W38702,-6.0984106,10.1945305,14Mo,0.39795997451516113
W38703,-6.3610477,8.032626,13Baso,0.29906179763938096
W38704,8.719615,4.2636914,3Ery,0.6212432483742675
W38705,3.2059047,5.4013705,6Ery,0.22710736240913873
W38707,-1.1613165,5.594817,8Mk,0.596237247582651
W38709,-5.5677996,9.031138,14Mo,0.29684981009218797
W38710,6.830704,7.3899226,2Ery,0.5926770371634184
W38711,-2.3902535,5.788467,9GMP,0.30810237466676677
W38712,4.0561047,3.9748502,6Ery,0.3477070422746342
W38713,-5.5451097,10.042641,15Mo,0.35077887669591157
W38714,-6.430727,8.161996,13Baso,0.2729960364520581
W38715,4.026411,6.335801,3Ery,0.34184497061188623
W38716,-5.915645,11.35681,16Neu,0.46335614298837713
W38717,7.199468,7.4869037,2Ery,0.6007072732150125
W38718,-2.4772444,6.5704823,9GMP,0.19612076747817792
W38719,-5.8229847,9.825332,14Mo,0.3495895774857209
W38720,7.2977853,3.4997663,3Ery,0.6143697830733884
W38721,-6.349079,8.73364,14Mo,0.3310187244008878
W38722,-5.3687787,8.769691,14Mo,0.2972547438182932
W38723,-5.259407,9.416491,16Neu,0.30650024037964396
W38724,-5.1304045,9.260173,14Mo,0.30772368029687974
W38726,-1.6430473,6.4238806,9GMP,0.311099470767538
W38727,6.7166295,5.1188784,3Ery,0.5958152089894126
W38728,-8.746583,7.3965483,13Baso,0.40410035299672264
W38729,-0.45212877,5.26907,10GMP,0.5438897915086708
W38730,-4.8743176,9.423774,14Mo,0.274206357157854
W38732,2.9902263,5.80521,3Ery,0.21723571636889308
W38733,3.2105038,5.7645526,6Ery,0.22682245049345187
W38734,-5.917557,7.8945837,14Mo,0.2889369917035844
W38735,5.0386167,5.874649,4Ery,0.5205732455025202
W38736,8.635229,3.663851,3Ery,0.6276128914885499
W38737,6.042631,7.688759,2Ery,0.5766499594116029
W38738,5.9355564,7.5741806,2Ery,0.5714551848462942
W38739,-4.6533885,9.09939,14Mo,0.25682993312303243
W38740,6.02918,6.9307265,2Ery,0.5862019872808913
W38741,0.90688545,4.818237,8Mk,0.3151412107591648
W38742,-2.97261,6.8694797,10GMP,0.1253754650745042
W38744,-2.4335291,6.01715,10GMP,0.2728481348304999
W38745,-4.8103495,8.826787,14Mo,0.2605448358303449
W38747,-2.113304,5.788379,10GMP,0.3550972202996518
W38748,-5.272413,9.293263,16Neu,0.31850678661973136
W38750,-5.4304447,6.375906,10GMP,0.21938056076715629
W38751,-5.0867696,7.217895,10GMP,0.21673345547627007
W38752,-8.0072565,7.4476113,13Baso,0.3890974195083505
W38753,-5.5078344,11.128165,16Neu,0.44322720294178586
W38754,4.638812,6.663731,2Ery,0.46166694952605636
W38755,-5.4378543,10.317387,16Neu,0.39153656381104635
W38756,6.125405,7.4424224,2Ery,0.577315899892289
W38757,-5.172187,8.663002,14Mo,0.2950599668338539
W38758,-4.5291104,2.4953995,11DC,0.48575712732921555
W38759,-5.301544,9.335513,14Mo,0.31103223036019434
W38760,-4.8602657,2.3822174,11DC,0.48575712732921555
W38761,-3.5902305,8.061336,14Mo,0.1538588708963956
W38765,-6.0405517,8.433429,13Baso,0.31613511449656156
W38767,6.5466647,6.5140395,2Ery,0.595886239745767
W38768,8.352176,4.6157155,2Ery,0.6175048630607715
W38769,-5.7208004,10.700705,16Neu,0.4032921988353607
W38770,4.9109616,6.901423,2Ery,0.47974537540971357
W38771,6.786704,6.9412465,2Ery,0.5954103628205627
W38772,-5.0692987,8.498886,14Mo,0.28951922538277863
W38773,5.09398,6.679942,5Ery,0.5223571294098822
W38774,5.473961,6.682248,2Ery,0.5720177383507915
W38775,0.1043344,4.7589645,7MEP,0.5966132596506964
W38776,-1.8080169,5.9095807,9GMP,0.3354343010073678
W38777,7.1159697,6.080918,2Ery,0.6002765607900697
W38778,-1.413611,4.9258485,10GMP,0.4986782951243709
W38779,-0.5922052,5.259398,7MEP,0.5816187082132542
W38781,2.2859294,5.1435056,6Ery,0.20688753178891053
W38782,-6.7803507,8.765997,15Mo,0.3567979967114982
W38783,5.714961,4.6042066,5Ery,0.5782834815016578
W38784,5.7943573,5.2836,5Ery,0.5761987665475696
